index,DATE,TAVG,TMIN,TMAX,rating
0,2005-01-01,44.0,35,53,bad
1,2005-01-02,36.0,28,44,bad
2,2005-01-03,49.0,44,53,bad
3,2005-01-04,42.0,39,45,bad
4,2005-01-05,36.0,28,43,bad
5,2005-01-06,30.0,25,35,worse
6,2005-01-07,33.0,28,37,bad
7,2005-01-08,32.0,29,34,worse
8,2005-01-09,31.0,28,34,bad
9,2005-01-10,37.0,31,43,bad
10,2005-01-11,34.0,30,38,bad
11,2005-01-12,33.0,29,37,worse
12,2005-01-13,46.0,33,59,worse
13,2005-01-14,48.0,33,62,worse
14,2005-01-15,29.0,25,33,good
15,2005-01-16,27.0,23,30,bad
16,2005-01-17,22.0,15,29,bad
17,2005-01-18,11.0,6,15,good
18,2005-01-19,16.0,3,29,worse
19,2005-01-20,24.0,18,29,bad
20,2005-01-21,11.0,3,18,good
21,2005-01-22,13.0,-2,27,worse
22,2005-01-23,17.0,5,28,worse
23,2005-01-24,14.0,4,23,good
24,2005-01-25,21.0,15,27,bad
25,2005-01-26,23.0,17,29,worse
26,2005-01-27,12.0,6,18,bad
27,2005-01-28,12.0,2,22,good
28,2005-01-29,19.0,2,36,good
29,2005-01-30,32.0,24,39,good
30,2005-01-31,24.0,16,31,good
31,2005-02-01,23.0,9,36,good
32,2005-02-02,25.0,11,38,good
33,2005-02-03,30.0,23,36,worse
34,2005-02-04,34.0,31,36,worse
35,2005-02-05,41.0,31,50,good
36,2005-02-06,37.0,29,45,good
37,2005-02-07,40.0,28,52,good
38,2005-02-08,34.0,25,43,good
39,2005-02-09,44.0,34,53,bad
40,2005-02-10,36.0,30,41,worse
41,2005-02-11,32.0,27,36,bad
42,2005-02-12,33.0,26,39,good
43,2005-02-13,34.0,26,41,good
44,2005-02-14,31.0,21,40,bad
45,2005-02-15,43.0,34,52,bad
46,2005-02-16,43.0,31,54,bad
47,2005-02-17,34.0,29,39,good
48,2005-02-18,25.0,16,34,bad
49,2005-02-19,21.0,13,29,good
50,2005-02-20,26.0,18,34,bad
51,2005-02-21,29.0,25,33,worse
52,2005-02-22,30.0,26,33,worse
53,2005-02-23,31.0,24,37,bad
54,2005-02-24,24.0,18,29,bad
55,2005-02-25,25.0,19,30,bad
56,2005-02-26,24.0,13,35,good
57,2005-02-27,28.0,20,35,good
58,2005-02-28,27.0,18,36,worse
59,2005-03-01,30.0,27,32,bad
60,2005-03-02,30.0,24,35,bad
61,2005-03-03,24.0,19,29,good
62,2005-03-04,25.0,16,33,good
63,2005-03-05,30.0,19,40,good
64,2005-03-06,34.0,26,41,bad
65,2005-03-07,40.0,32,47,good
66,2005-03-08,30.0,16,44,worse
67,2005-03-09,18.0,11,25,bad
68,2005-03-10,22.0,13,30,good
69,2005-03-11,25.0,18,32,worse
70,2005-03-12,34.0,32,35,worse
71,2005-03-13,34.0,30,38,bad
72,2005-03-14,34.0,25,42,good
73,2005-03-15,37.0,28,46,good
74,2005-03-16,38.0,29,46,good
75,2005-03-17,37.0,27,46,good
76,2005-03-18,37.0,26,47,good
77,2005-03-19,39.0,29,49,good
78,2005-03-20,38.0,27,48,bad
79,2005-03-21,36.0,29,43,bad
80,2005-03-22,41.0,26,55,good
81,2005-03-23,38.0,29,46,bad
82,2005-03-24,36.0,30,41,worse
83,2005-03-25,41.0,30,52,good
84,2005-03-26,38.0,29,47,good
85,2005-03-27,37.0,27,47,good
86,2005-03-28,43.0,35,50,bad
87,2005-03-29,47.0,41,53,bad
88,2005-03-30,50.0,39,61,good
89,2005-03-31,44.0,32,55,bad
90,2005-04-01,45.0,38,52,bad
91,2005-04-02,48.0,39,57,bad
92,2005-04-03,48.0,40,56,bad
93,2005-04-04,48.0,40,55,bad
94,2005-04-05,50.0,36,64,good
95,2005-04-06,49.0,40,57,good
96,2005-04-07,56.0,40,71,bad
97,2005-04-08,50.0,42,58,bad
98,2005-04-09,50.0,39,61,good
99,2005-04-10,50.0,34,65,good
100,2005-04-11,46.0,38,54,good
101,2005-04-12,43.0,32,54,good
102,2005-04-13,43.0,34,52,good
103,2005-04-14,46.0,34,57,good
104,2005-04-15,45.0,36,54,good
105,2005-04-16,46.0,32,60,good
106,2005-04-17,49.0,33,64,good
107,2005-04-18,59.0,44,73,good
108,2005-04-19,53.0,37,69,good
109,2005-04-20,67.0,47,86,bad
110,2005-04-21,50.0,39,61,bad
111,2005-04-22,47.0,35,58,bad
112,2005-04-23,55.0,46,63,worse
113,2005-04-24,51.0,42,59,bad
114,2005-04-25,47.0,42,51,bad
115,2005-04-26,53.0,38,68,bad
116,2005-04-27,53.0,50,56,worse
117,2005-04-28,53.0,41,65,bad
118,2005-04-29,52.0,40,63,good
119,2005-04-30,52.0,47,57,worse
120,2005-05-01,54.0,46,62,bad
121,2005-05-02,51.0,40,61,bad
122,2005-05-03,50.0,41,58,good
123,2005-05-04,48.0,39,57,good
124,2005-05-05,49.0,36,62,good
125,2005-05-06,47.0,39,55,bad
126,2005-05-07,45.0,42,47,bad
127,2005-05-08,48.0,42,53,bad
128,2005-05-09,52.0,47,56,bad
129,2005-05-10,58.0,48,67,good
130,2005-05-11,53.0,44,62,good
131,2005-05-12,56.0,46,65,good
132,2005-05-13,52.0,40,64,good
133,2005-05-14,55.0,49,61,good
134,2005-05-15,57.0,47,66,bad
135,2005-05-16,55.0,45,64,bad
136,2005-05-17,57.0,48,65,bad
137,2005-05-18,55.0,47,62,bad
138,2005-05-19,56.0,46,65,bad
139,2005-05-20,54.0,44,63,good
140,2005-05-21,51.0,43,58,good
141,2005-05-22,53.0,46,59,bad
142,2005-05-23,51.0,45,57,bad
143,2005-05-24,48.0,45,50,bad
144,2005-05-25,46.0,44,48,bad
145,2005-05-26,51.0,46,56,bad
146,2005-05-27,58.0,51,65,worse
147,2005-05-28,65.0,53,77,bad
148,2005-05-29,65.0,54,75,bad
149,2005-05-30,64.0,52,76,bad
150,2005-05-31,59.0,50,68,good
151,2005-06-01,60.0,51,69,good
152,2005-06-02,57.0,50,64,good
153,2005-06-03,64.0,53,75,good
154,2005-06-04,69.0,58,80,bad
155,2005-06-05,74.0,59,88,bad
156,2005-06-06,65.0,58,72,bad
157,2005-06-07,74.0,62,86,bad
158,2005-06-08,75.0,62,87,bad
159,2005-06-09,77.0,66,87,bad
160,2005-06-10,74.0,67,80,good
161,2005-06-11,77.0,67,87,good
162,2005-06-12,78.0,67,88,bad
163,2005-06-13,83.0,73,92,bad
164,2005-06-14,75.0,56,93,bad
165,2005-06-15,55.0,51,59,bad
166,2005-06-16,59.0,51,67,worse
167,2005-06-17,66.0,55,76,bad
168,2005-06-18,62.0,53,70,bad
169,2005-06-19,60.0,53,67,good
170,2005-06-20,61.0,49,73,good
171,2005-06-21,67.0,52,82,good
172,2005-06-22,68.0,60,76,bad
173,2005-06-23,66.0,55,76,good
174,2005-06-24,70.0,55,85,good
175,2005-06-25,80.0,66,93,good
176,2005-06-26,82.0,70,94,bad
177,2005-06-27,75.0,68,82,bad
178,2005-06-28,73.0,68,78,worse
179,2005-06-29,80.0,70,90,bad
180,2005-06-30,71.0,67,75,bad
181,2005-07-01,73.0,67,79,bad
182,2005-07-02,74.0,66,82,bad
183,2005-07-03,70.0,59,81,good
184,2005-07-04,68.0,56,80,good
185,2005-07-05,69.0,55,83,bad
186,2005-07-06,68.0,62,74,bad
187,2005-07-07,64.0,59,69,bad
188,2005-07-08,60.0,57,63,bad
189,2005-07-09,69.0,56,81,bad
190,2005-07-10,77.0,63,91,good
191,2005-07-11,83.0,72,93,good
192,2005-07-12,73.0,63,83,good
193,2005-07-13,68.0,62,73,good
194,2005-07-14,75.0,65,85,worse
195,2005-07-15,79.0,69,88,bad
196,2005-07-16,76.0,67,84,bad
197,2005-07-17,75.0,68,81,worse
198,2005-07-18,77.0,72,82,worse
199,2005-07-19,84.0,74,94,worse
200,2005-07-20,82.0,73,91,bad
201,2005-07-21,77.0,68,86,good
202,2005-07-22,81.0,68,94,bad
203,2005-07-23,77.0,68,86,good
204,2005-07-24,73.0,60,86,good
205,2005-07-25,77.0,70,84,bad
206,2005-07-26,82.0,67,96,bad
207,2005-07-27,84.0,73,95,worse
208,2005-07-28,72.0,63,80,good
209,2005-07-29,73.0,57,88,good
210,2005-07-30,77.0,68,85,bad
211,2005-07-31,72.0,65,79,bad
212,2005-08-01,NaN,63,86,bad
213,2005-08-02,NaN,69,92,bad
214,2005-08-03,NaN,70,95,bad
215,2005-08-04,NaN,68,86,bad
216,2005-08-05,NaN,72,99,worse
217,2005-08-06,NaN,64,86,good
218,2005-08-07,NaN,62,84,good
219,2005-08-08,NaN,67,91,bad
220,2005-08-09,NaN,73,86,bad
221,2005-08-10,NaN,71,85,bad
222,2005-08-11,NaN,70,95,good
223,2005-08-12,NaN,73,87,bad
224,2005-08-13,NaN,77,100,bad
225,2005-08-14,NaN,74,93,worse
226,2005-08-15,NaN,64,75,bad
227,2005-08-16,NaN,63,78,good
228,2005-08-17,NaN,66,89,good
229,2005-08-18,NaN,62,82,good
230,2005-08-19,NaN,59,80,good
231,2005-08-20,NaN,64,84,bad
232,2005-08-21,NaN,68,89,worse
233,2005-08-22,NaN,68,89,good
234,2005-08-23,NaN,60,83,good
235,2005-08-24,NaN,61,81,bad
236,2005-08-25,NaN,59,82,good
237,2005-08-26,NaN,59,86,good
238,2005-08-27,NaN,60,83,good
239,2005-08-28,NaN,69,82,bad
240,2005-08-29,NaN,72,83,bad
241,2005-08-30,NaN,71,75,bad
242,2005-08-31,NaN,75,80,bad
243,2005-09-01,NaN,66,86,bad
244,2005-09-02,NaN,63,86,good
245,2005-09-03,NaN,65,83,good
246,2005-09-04,NaN,61,84,good
247,2005-09-05,NaN,58,78,good
248,2005-09-06,NaN,53,78,good
249,2005-09-07,NaN,55,79,good
250,2005-09-08,NaN,57,83,good
251,2005-09-09,NaN,60,75,bad
252,2005-09-10,NaN,55,76,bad
253,2005-09-11,NaN,51,74,good
254,2005-09-12,NaN,63,91,bad
255,2005-09-13,NaN,67,85,bad
256,2005-09-14,NaN,66,84,bad
257,2005-09-15,NaN,70,76,bad
258,2005-09-16,NaN,66,72,bad
259,2005-09-17,NaN,65,76,bad
260,2005-09-18,NaN,63,78,bad
261,2005-09-19,NaN,58,82,good
262,2005-09-20,NaN,61,78,worse
263,2005-09-21,NaN,61,80,good
264,2005-09-22,NaN,56,83,good
265,2005-09-23,NaN,62,83,good
266,2005-09-24,NaN,50,68,good
267,2005-09-25,NaN,45,69,good
268,2005-09-26,NaN,64,77,bad
269,2005-09-27,NaN,52,73,bad
270,2005-09-28,NaN,48,69,good
271,2005-09-29,NaN,48,76,bad
272,2005-09-30,NaN,44,62,good
273,2005-10-01,NaN,44,68,good
274,2005-10-02,NaN,48,75,bad
275,2005-10-03,NaN,51,72,bad
276,2005-10-04,NaN,57,72,bad
277,2005-10-05,NaN,59,75,bad
278,2005-10-06,NaN,65,76,worse
279,2005-10-07,NaN,68,78,bad
280,2005-10-08,NaN,70,76,bad
281,2005-10-09,NaN,52,72,bad
282,2005-10-10,NaN,54,56,bad
283,2005-10-11,NaN,55,60,bad
284,2005-10-12,NaN,53,57,worse
285,2005-10-13,NaN,55,61,bad
286,2005-10-14,NaN,58,63,bad
287,2005-10-15,NaN,53,64,bad
288,2005-10-16,NaN,50,64,good
289,2005-10-17,NaN,47,61,good
290,2005-10-18,NaN,43,67,bad
291,2005-10-19,NaN,45,66,good
292,2005-10-20,NaN,44,58,good
293,2005-10-21,NaN,37,56,good
294,2005-10-22,NaN,36,49,bad
295,2005-10-23,NaN,44,50,bad
296,2005-10-24,NaN,37,50,bad
297,2005-10-25,NaN,41,51,bad
298,2005-10-26,NaN,39,51,bad
299,2005-10-27,NaN,36,50,good
300,2005-10-28,NaN,40,46,good
301,2005-10-29,NaN,36,46,bad
302,2005-10-30,NaN,39,68,good
303,2005-10-31,NaN,40,70,good
304,2005-11-01,NaN,40,70,bad
305,2005-11-02,NaN,42,59,good
306,2005-11-03,NaN,33,62,good
307,2005-11-04,NaN,44,66,bad
308,2005-11-05,NaN,44,73,bad
309,2005-11-06,NaN,55,62,worse
310,2005-11-07,NaN,40,62,bad
311,2005-11-08,NaN,40,61,good
312,2005-11-09,NaN,38,60,bad
313,2005-11-10,NaN,35,62,bad
314,2005-11-11,NaN,31,45,good
315,2005-11-12,NaN,27,53,good
316,2005-11-13,NaN,33,61,bad
317,2005-11-14,NaN,42,68,bad
318,2005-11-15,NaN,37,56,bad
319,2005-11-16,NaN,50,68,bad
320,2005-11-17,NaN,34,50,bad
321,2005-11-18,NaN,30,41,good
322,2005-11-19,NaN,24,45,good
323,2005-11-20,NaN,30,58,good
324,2005-11-21,NaN,35,57,bad
325,2005-11-22,NaN,35,50,bad
326,2005-11-23,NaN,24,35,bad
327,2005-11-24,NaN,26,45,worse
328,2005-11-25,NaN,22,34,bad
329,2005-11-26,NaN,20,39,good
330,2005-11-27,NaN,34,47,bad
331,2005-11-28,NaN,40,57,bad
332,2005-11-29,NaN,52,60,bad
333,2005-11-30,NaN,47,60,bad
334,2005-12-01,NaN,39,49,good
335,2005-12-02,NaN,34,44,good
336,2005-12-03,NaN,29,38,good
337,2005-12-04,NaN,26,31,worse
338,2005-12-05,NaN,21,33,bad
339,2005-12-06,NaN,24,37,bad
340,2005-12-07,NaN,20,31,good
341,2005-12-08,NaN,19,35,good
342,2005-12-09,NaN,22,39,worse
343,2005-12-10,NaN,21,37,good
344,2005-12-11,NaN,22,42,bad
345,2005-12-12,NaN,23,41,good
346,2005-12-13,NaN,14,25,good
347,2005-12-14,NaN,10,25,good
348,2005-12-15,NaN,10,32,bad
349,2005-12-16,NaN,30,51,worse
350,2005-12-17,NaN,25,40,good
351,2005-12-18,NaN,23,35,good
352,2005-12-19,NaN,22,35,bad
353,2005-12-20,NaN,21,34,good
354,2005-12-21,NaN,20,31,good
355,2005-12-22,NaN,20,36,good
356,2005-12-23,NaN,34,46,good
357,2005-12-24,NaN,31,53,good
358,2005-12-25,NaN,27,53,worse
359,2005-12-26,NaN,38,54,worse
360,2005-12-27,NaN,28,44,bad
361,2005-12-28,NaN,24,45,bad
362,2005-12-29,NaN,41,52,worse
363,2005-12-30,NaN,30,49,worse
364,2005-12-31,NaN,26,35,bad
365,2006-01-01,NaN,27,33,bad
366,2006-01-02,NaN,31,42,bad
367,2006-01-03,NaN,31,36,worse
368,2006-01-04,NaN,28,34,bad
369,2006-01-05,NaN,31,41,worse
370,2006-01-06,NaN,29,39,bad
371,2006-01-07,NaN,23,33,good
372,2006-01-08,NaN,23,40,worse
373,2006-01-09,NaN,27,57,bad
374,2006-01-10,NaN,29,47,good
375,2006-01-11,NaN,30,57,worse
376,2006-01-12,NaN,36,55,bad
377,2006-01-13,NaN,30,50,worse
378,2006-01-14,NaN,47,57,bad
379,2006-01-15,NaN,12,46,worse
380,2006-01-16,NaN,8,31,good
381,2006-01-17,NaN,22,42,bad
382,2006-01-18,NaN,36,58,bad
383,2006-01-19,NaN,32,44,good
384,2006-01-20,NaN,36,58,good
385,2006-01-21,NaN,37,59,bad
386,2006-01-22,NaN,30,41,good
387,2006-01-23,NaN,32,37,worse
388,2006-01-24,NaN,27,41,bad
389,2006-01-25,NaN,32,45,bad
390,2006-01-26,NaN,26,40,bad
391,2006-01-27,NaN,22,41,good
392,2006-01-28,NaN,33,55,good
393,2006-01-29,NaN,31,52,bad
394,2006-01-30,NaN,36,50,bad
395,2006-01-31,NaN,31,41,worse
396,2006-02-01,NaN,31,44,good
397,2006-02-02,NaN,28,48,bad
398,2006-02-03,NaN,39,55,bad
399,2006-02-04,NaN,33,53,bad
400,2006-02-05,NaN,38,56,bad
401,2006-02-06,NaN,34,41,good
402,2006-02-07,NaN,27,40,good
403,2006-02-08,NaN,21,37,good
404,2006-02-09,NaN,22,35,good
405,2006-02-10,NaN,19,32,good
406,2006-02-11,NaN,22,33,bad
407,2006-02-12,NaN,18,28,worse
408,2006-02-13,NaN,14,34,good
409,2006-02-14,NaN,25,41,bad
410,2006-02-15,NaN,27,55,bad
411,2006-02-16,NaN,29,55,bad
412,2006-02-17,NaN,29,57,bad
413,2006-02-18,NaN,14,34,bad
414,2006-02-19,NaN,10,29,good
415,2006-02-20,NaN,15,35,good
416,2006-02-21,NaN,21,42,bad
417,2006-02-22,NaN,23,43,good
418,2006-02-23,NaN,29,42,worse
419,2006-02-24,NaN,25,38,bad
420,2006-02-25,NaN,19,33,bad
421,2006-02-26,NaN,14,28,bad
422,2006-02-27,NaN,11,25,good
423,2006-02-28,NaN,13,31,good
424,2006-03-01,NaN,20,35,good
425,2006-03-02,NaN,20,32,worse
426,2006-03-03,NaN,18,29,good
427,2006-03-04,NaN,18,38,good
428,2006-03-05,NaN,26,45,good
429,2006-03-06,NaN,25,39,good
430,2006-03-07,NaN,22,45,good
431,2006-03-08,NaN,26,46,good
432,2006-03-09,NaN,33,46,bad
433,2006-03-10,NaN,42,65,bad
434,2006-03-11,NaN,41,60,good
435,2006-03-12,NaN,34,57,bad
436,2006-03-13,NaN,40,55,worse
437,2006-03-14,NaN,38,61,bad
438,2006-03-15,NaN,32,45,bad
439,2006-03-16,NaN,31,45,good
440,2006-03-17,NaN,25,43,good
441,2006-03-18,NaN,22,42,good
442,2006-03-19,NaN,24,38,bad
443,2006-03-20,NaN,24,38,good
444,2006-03-21,NaN,22,47,good
445,2006-03-22,NaN,30,45,good
446,2006-03-23,NaN,31,57,good
447,2006-03-24,NaN,33,48,good
448,2006-03-25,NaN,34,43,bad
449,2006-03-26,NaN,36,52,bad
450,2006-03-27,NaN,37,58,good
451,2006-03-28,NaN,31,51,good
452,2006-03-29,NaN,30,59,bad
453,2006-03-30,NaN,37,66,good
454,2006-03-31,NaN,37,69,good
455,2006-04-01,NaN,46,67,bad
456,2006-04-02,NaN,46,67,good
457,2006-04-03,NaN,35,56,bad
458,2006-04-04,NaN,32,52,bad
459,2006-04-05,NaN,31,41,bad
460,2006-04-06,NaN,31,53,good
461,2006-04-07,NaN,32,59,bad
462,2006-04-08,NaN,35,56,worse
463,2006-04-09,NaN,36,52,good
464,2006-04-10,NaN,34,59,good
465,2006-04-11,NaN,35,62,good
466,2006-04-12,NaN,39,66,bad
467,2006-04-13,NaN,47,68,bad
468,2006-04-14,NaN,43,64,bad
469,2006-04-15,NaN,50,68,bad
470,2006-04-16,NaN,49,63,good
471,2006-04-17,NaN,42,61,bad
472,2006-04-18,NaN,47,69,bad
473,2006-04-19,NaN,49,72,bad
474,2006-04-20,NaN,47,73,good
475,2006-04-21,NaN,40,59,good
476,2006-04-22,NaN,37,53,bad
477,2006-04-23,NaN,44,54,bad
478,2006-04-24,NaN,44,51,bad
479,2006-04-25,NaN,43,68,bad
480,2006-04-26,NaN,39,57,good
481,2006-04-27,NaN,38,65,good
482,2006-04-28,NaN,40,60,good
483,2006-04-29,NaN,39,59,good
484,2006-04-30,NaN,39,66,good
485,2006-05-01,NaN,45,63,bad
486,2006-05-02,NaN,45,49,bad
487,2006-05-03,NaN,47,53,bad
488,2006-05-04,NaN,51,77,bad
489,2006-05-05,NaN,50,81,bad
490,2006-05-06,NaN,52,72,bad
491,2006-05-07,NaN,46,65,good
492,2006-05-08,NaN,42,67,good
493,2006-05-09,NaN,48,54,bad
494,2006-05-10,NaN,48,54,bad
495,2006-05-11,NaN,50,65,bad
496,2006-05-12,NaN,51,61,bad
497,2006-05-13,NaN,48,59,worse
498,2006-05-14,NaN,49,54,bad
499,2006-05-15,NaN,50,58,bad
500,2006-05-16,NaN,50,59,bad
501,2006-05-17,NaN,50,70,bad
502,2006-05-18,NaN,48,74,bad
503,2006-05-19,NaN,52,65,bad
504,2006-05-20,NaN,50,68,bad
505,2006-05-21,NaN,44,70,bad
506,2006-05-22,NaN,44,66,good
507,2006-05-23,NaN,43,63,good
508,2006-05-24,NaN,47,72,bad
509,2006-05-25,NaN,45,74,good
510,2006-05-26,NaN,59,72,bad
511,2006-05-27,NaN,59,80,bad
512,2006-05-28,NaN,61,81,bad
513,2006-05-29,NaN,57,82,bad
514,2006-05-30,NaN,58,83,bad
515,2006-05-31,NaN,56,76,bad
516,2006-06-01,NaN,61,87,worse
517,2006-06-02,NaN,60,74,bad
518,2006-06-03,NaN,53,62,bad
519,2006-06-04,NaN,53,64,bad
520,2006-06-05,NaN,55,72,bad
521,2006-06-06,NaN,56,73,bad
522,2006-06-07,NaN,54,59,bad
523,2006-06-08,NaN,54,60,bad
524,2006-06-09,NaN,58,66,bad
525,2006-06-10,NaN,55,65,bad
526,2006-06-11,NaN,54,75,bad
527,2006-06-12,NaN,55,76,good
528,2006-06-13,NaN,63,80,good
529,2006-06-14,NaN,60,75,bad
530,2006-06-15,NaN,62,78,bad
531,2006-06-16,NaN,58,84,good
532,2006-06-17,NaN,61,85,bad
533,2006-06-18,NaN,63,86,bad
534,2006-06-19,NaN,66,90,bad
535,2006-06-20,NaN,66,87,worse
536,2006-06-21,NaN,61,81,good
537,2006-06-22,NaN,60,84,bad
538,2006-06-23,NaN,66,85,worse
539,2006-06-24,NaN,68,73,bad
540,2006-06-25,NaN,68,71,bad
541,2006-06-26,NaN,68,81,bad
542,2006-06-27,NaN,70,81,good
543,2006-06-28,NaN,69,74,bad
544,2006-06-29,NaN,69,76,worse
545,2006-06-30,NaN,67,81,bad
546,2006-07-01,NaN,62,83,good
547,2006-07-02,NaN,68,85,bad
548,2006-07-03,NaN,71,85,bad
549,2006-07-04,NaN,69,88,worse
550,2006-07-05,NaN,70,79,worse
551,2006-07-06,NaN,64,76,bad
552,2006-07-07,NaN,59,81,good
553,2006-07-08,NaN,65,82,good
554,2006-07-09,NaN,65,85,good
555,2006-07-10,NaN,66,83,bad
556,2006-07-11,NaN,68,85,bad
557,2006-07-12,NaN,71,80,bad
558,2006-07-13,NaN,65,81,bad
559,2006-07-14,NaN,63,89,bad
560,2006-07-15,NaN,66,82,good
561,2006-07-16,NaN,69,87,bad
562,2006-07-17,NaN,70,92,bad
563,2006-07-18,NaN,70,96,bad
564,2006-07-19,NaN,68,84,bad
565,2006-07-20,NaN,65,81,worse
566,2006-07-21,NaN,71,85,bad
567,2006-07-22,NaN,73,80,bad
568,2006-07-23,NaN,69,79,bad
569,2006-07-24,NaN,63,83,good
570,2006-07-25,NaN,67,84,good
571,2006-07-26,NaN,68,85,good
572,2006-07-27,NaN,70,89,bad
573,2006-07-28,NaN,73,90,worse
574,2006-07-29,NaN,70,91,good
575,2006-07-30,NaN,69,90,good
576,2006-07-31,NaN,67,90,bad
577,2006-08-01,NaN,75,97,bad
578,2006-08-02,NaN,76,100,bad
579,2006-08-03,NaN,71,98,bad
580,2006-08-04,NaN,69,82,worse
581,2006-08-05,NaN,69,88,bad
582,2006-08-06,NaN,63,83,good
583,2006-08-07,NaN,71,87,bad
584,2006-08-08,NaN,68,87,bad
585,2006-08-09,NaN,63,83,good
586,2006-08-10,NaN,65,88,worse
587,2006-08-11,NaN,61,79,good
588,2006-08-12,NaN,57,77,good
589,2006-08-13,NaN,54,79,good
590,2006-08-14,NaN,59,84,good
591,2006-08-15,NaN,67,78,bad
592,2006-08-16,NaN,65,85,bad
593,2006-08-17,NaN,65,84,good
594,2006-08-18,NaN,64,81,bad
595,2006-08-19,NaN,60,84,bad
596,2006-08-20,NaN,68,87,worse
597,2006-08-21,NaN,64,76,bad
598,2006-08-22,NaN,61,84,good
599,2006-08-23,NaN,63,85,good
600,2006-08-24,NaN,62,78,bad
601,2006-08-25,NaN,61,70,bad
602,2006-08-26,NaN,60,74,bad
603,2006-08-27,NaN,57,66,bad
604,2006-08-28,NaN,61,68,bad
605,2006-08-29,NaN,61,64,bad
606,2006-08-30,NaN,62,77,bad
607,2006-08-31,NaN,55,74,good
608,2006-09-01,NaN,56,72,good
609,2006-09-02,NaN,61,70,bad
610,2006-09-03,NaN,61,71,bad
611,2006-09-04,NaN,58,75,good
612,2006-09-05,NaN,57,74,bad
613,2006-09-06,NaN,61,75,bad
614,2006-09-07,NaN,58,79,good
615,2006-09-08,NaN,58,79,bad
616,2006-09-09,NaN,61,82,bad
617,2006-09-10,NaN,50,71,good
618,2006-09-11,NaN,50,68,good
619,2006-09-12,NaN,47,70,good
620,2006-09-13,NaN,48,68,good
621,2006-09-14,NaN,60,70,bad
622,2006-09-15,NaN,62,70,bad
623,2006-09-16,NaN,58,78,good
624,2006-09-17,NaN,58,80,bad
625,2006-09-18,NaN,61,81,bad
626,2006-09-19,NaN,62,79,bad
627,2006-09-20,NaN,56,73,bad
628,2006-09-21,NaN,50,67,good
629,2006-09-22,NaN,46,69,good
630,2006-09-23,NaN,56,72,worse
631,2006-09-24,NaN,63,79,bad
632,2006-09-25,NaN,50,71,good
633,2006-09-26,NaN,51,70,good
634,2006-09-27,NaN,45,70,good
635,2006-09-28,NaN,50,71,bad
636,2006-09-29,NaN,45,68,bad
637,2006-09-30,NaN,41,64,good
638,2006-10-01,NaN,55,62,worse
639,2006-10-02,NaN,50,69,worse
640,2006-10-03,NaN,47,75,bad
641,2006-10-04,NaN,57,78,bad
642,2006-10-05,NaN,50,69,bad
643,2006-10-06,NaN,48,59,good
644,2006-10-07,NaN,47,64,good
645,2006-10-08,NaN,39,67,good
646,2006-10-09,NaN,44,78,bad
647,2006-10-10,NaN,52,74,bad
648,2006-10-11,NaN,51,61,bad
649,2006-10-12,NaN,54,73,worse
650,2006-10-13,NaN,38,58,bad
651,2006-10-14,NaN,36,60,good
652,2006-10-15,NaN,37,59,bad
653,2006-10-16,NaN,36,61,good
654,2006-10-17,NaN,39,58,bad
655,2006-10-18,NaN,54,71,bad
656,2006-10-19,NaN,49,67,bad
657,2006-10-20,NaN,44,66,bad
658,2006-10-21,NaN,40,57,good
659,2006-10-22,NaN,35,57,bad
660,2006-10-23,NaN,42,58,bad
661,2006-10-24,NaN,43,53,good
662,2006-10-25,NaN,41,56,good
663,2006-10-26,NaN,39,54,good
664,2006-10-27,NaN,35,52,bad
665,2006-10-28,NaN,47,65,bad
666,2006-10-29,NaN,44,53,good
667,2006-10-30,NaN,41,60,good
668,2006-10-31,NaN,38,70,good
669,2006-11-01,NaN,49,65,bad
670,2006-11-02,NaN,38,53,worse
671,2006-11-03,NaN,34,49,good
672,2006-11-04,NaN,31,50,good
673,2006-11-05,NaN,27,49,good
674,2006-11-06,NaN,29,59,good
675,2006-11-07,NaN,34,59,bad
676,2006-11-08,NaN,53,60,bad
677,2006-11-09,NaN,56,67,bad
678,2006-11-10,NaN,43,64,good
679,2006-11-11,NaN,38,63,bad
680,2006-11-12,NaN,51,63,bad
681,2006-11-13,NaN,51,59,bad
682,2006-11-14,NaN,53,63,bad
683,2006-11-15,NaN,56,62,worse
684,2006-11-16,NaN,57,67,bad
685,2006-11-17,NaN,49,65,bad
686,2006-11-18,NaN,40,53,good
687,2006-11-19,NaN,43,47,good
688,2006-11-20,NaN,33,46,bad
689,2006-11-21,NaN,31,45,good
690,2006-11-22,NaN,33,47,good
691,2006-11-23,NaN,43,48,bad
692,2006-11-24,NaN,40,58,bad
693,2006-11-25,NaN,34,50,good
694,2006-11-26,NaN,30,58,bad
695,2006-11-27,NaN,38,65,bad
696,2006-11-28,NaN,42,50,bad
697,2006-11-29,NaN,41,53,worse
698,2006-11-30,NaN,53,66,bad
699,2006-12-01,NaN,61,67,bad
700,2006-12-02,NaN,36,62,good
701,2006-12-03,NaN,30,46,good
702,2006-12-04,NaN,28,41,bad
703,2006-12-05,NaN,21,34,bad
704,2006-12-06,NaN,20,49,bad
705,2006-12-07,NaN,34,57,good
706,2006-12-08,NaN,19,33,bad
707,2006-12-09,NaN,22,40,good
708,2006-12-10,NaN,34,53,good
709,2006-12-11,NaN,31,52,good
710,2006-12-12,NaN,35,47,good
711,2006-12-13,NaN,43,54,bad
