index,DATE,TAVG,TMIN,TMAX,rating
3603,2014-11-13,45.0,36,51,bad
3604,2014-11-14,39.0,32,45,bad
3605,2014-11-15,34.0,27,40,good
3606,2014-11-16,33.0,24,42,good
3607,2014-11-17,41.0,38,61,bad
3608,2014-11-18,44.0,25,50,good
3609,2014-11-19,28.0,21,36,good
3610,2014-11-20,36.0,27,48,good
3611,2014-11-21,32.0,25,36,good
3612,2014-11-22,30.0,19,44,good
3613,2014-11-23,47.0,38,59,good
3614,2014-11-24,53.0,39,65,bad
3615,2014-11-25,59.0,45,64,bad
3616,2014-11-26,43.0,34,48,bad
3617,2014-11-27,36.0,31,41,bad
3618,2014-11-28,33.0,24,38,good
3619,2014-11-29,28.0,20,36,good
3620,2014-11-30,43.0,32,57,good
3621,2014-12-01,56.0,43,67,good
3622,2014-12-02,40.0,34,43,bad
3623,2014-12-03,42.0,37,51,bad
3624,2014-12-04,40.0,29,45,good
3625,2014-12-05,34.0,26,44,bad
3626,2014-12-06,42.0,39,47,bad
3627,2014-12-07,37.0,22,39,bad
3628,2014-12-08,24.0,21,28,bad
3629,2014-12-09,37.0,28,49,bad
3630,2014-12-10,42.0,37,43,bad
3631,2014-12-11,35.0,31,37,bad
3632,2014-12-12,32.0,27,39,good
3633,2014-12-13,35.0,30,42,good
3634,2014-12-14,37.0,30,47,good
3635,2014-12-15,35.0,26,44,good
3636,2014-12-16,35.0,28,43,good
3637,2014-12-17,44.0,40,52,bad
3638,2014-12-18,41.0,34,43,good
3639,2014-12-19,35.0,29,37,good
3640,2014-12-20,31.0,26,36,bad
3641,2014-12-21,33.0,32,34,bad
3642,2014-12-22,37.0,33,44,bad
3643,2014-12-23,43.0,40,47,bad
3644,2014-12-24,46.0,42,64,bad
3645,2014-12-25,56.0,37,63,bad
3646,2014-12-26,43.0,30,50,good
3647,2014-12-27,41.0,29,53,good
3648,2014-12-28,44.0,36,51,bad
3649,2014-12-29,39.0,29,43,good
3650,2014-12-30,29.0,20,31,good
3651,2014-12-31,23.0,15,32,good
3652,2015-01-01,26.0,17,37,good
3653,2015-01-02,35.0,26,41,good
3654,2015-01-03,29.0,23,35,bad
3655,2015-01-04,38.0,33,56,bad
3656,2015-01-05,41.0,17,50,good
3657,2015-01-06,17.0,12,19,bad
3658,2015-01-07,17.0,5,25,bad
3659,2015-01-08,9.0,0,20,good
3660,2015-01-09,24.0,15,36,bad
3661,2015-01-10,18.0,11,24,bad
3662,2015-01-11,19.0,10,34,good
3663,2015-01-12,35.0,34,39,bad
3664,2015-01-13,29.0,16,36,good
3665,2015-01-14,20.0,15,26,good
3666,2015-01-15,27.0,24,31,bad
3667,2015-01-16,29.0,17,40,good
3668,2015-01-17,18.0,11,25,good
3669,2015-01-18,32.0,19,52,bad
3670,2015-01-19,41.0,32,44,good
3671,2015-01-20,33.0,27,38,good
3672,2015-01-21,28.0,20,35,good
3673,2015-01-22,33.0,29,39,bad
3674,2015-01-23,30.0,22,38,good
3675,2015-01-24,33.0,32,35,bad
3676,2015-01-25,33.0,22,38,good
3677,2015-01-26,22.0,15,28,bad
3678,2015-01-27,20.0,14,21,bad
3679,2015-01-28,17.0,12,26,good
3680,2015-01-29,18.0,3,33,good
3681,2015-01-30,31.0,19,35,bad
3682,2015-01-31,20.0,12,23,good
3683,2015-02-01,20.0,11,33,good
3684,2015-02-02,22.0,12,31,bad
3685,2015-02-03,15.0,6,23,bad
3686,2015-02-04,21.0,5,39,good
3687,2015-02-05,32.0,10,37,bad
3688,2015-02-06,13.0,-1,22,good
3689,2015-02-07,22.0,15,29,bad
3690,2015-02-08,28.0,16,33,bad
3691,2015-02-09,19.0,16,22,bad
3692,2015-02-10,22.0,17,32,good
3693,2015-02-11,23.0,19,26,bad
3694,2015-02-12,21.0,11,34,bad
3695,2015-02-13,16.0,5,22,good
3696,2015-02-14,13.0,-1,30,bad
3697,2015-02-15,20.0,-1,22,bad
3698,2015-02-16,6.0,-3,18,good
3699,2015-02-17,14.0,11,22,good
3700,2015-02-18,23.0,16,30,bad
3701,2015-02-19,23.0,9,26,bad
3702,2015-02-20,10.0,0,20,good
3703,2015-02-21,13.0,-5,34,bad
3704,2015-02-22,34.0,24,39,bad
3705,2015-02-23,24.0,5,30,bad
3706,2015-02-24,8.0,-3,20,bad
3707,2015-02-25,23.0,7,35,bad
3708,2015-02-26,22.0,18,24,bad
3709,2015-02-27,20.0,8,30,good
3710,2015-02-28,19.0,10,29,good
3711,2015-03-01,20.0,6,29,bad
3712,2015-03-02,31.0,23,36,bad
3713,2015-03-03,24.0,9,35,bad
3714,2015-03-04,37.0,35,43,bad
3715,2015-03-05,31.0,20,38,bad
3716,2015-03-06,18.0,9,24,good
3717,2015-03-07,21.0,8,35,good
3718,2015-03-08,32.0,22,44,good
3719,2015-03-09,34.0,18,49,good
3720,2015-03-10,35.0,25,44,bad
3721,2015-03-11,45.0,36,57,bad
3722,2015-03-12,40.0,27,42,good
3723,2015-03-13,30.0,23,39,good
3724,2015-03-14,35.0,29,44,bad
3725,2015-03-15,39.0,30,46,good
3726,2015-03-16,35.0,29,48,good
3727,2015-03-17,40.0,30,53,bad
3728,2015-03-18,30.0,22,34,good
3729,2015-03-19,27.0,19,37,good
3730,2015-03-20,26.0,18,32,bad
3731,2015-03-21,31.0,27,41,bad
3732,2015-03-22,34.0,20,37,good
3733,2015-03-23,25.0,17,34,good
3734,2015-03-24,29.0,21,41,good
3735,2015-03-25,34.0,22,47,bad
3736,2015-03-26,45.0,40,58,bad
3737,2015-03-27,45.0,38,45,bad
3738,2015-03-28,37.0,29,39,bad
3739,2015-03-29,32.0,24,43,bad
3740,2015-03-30,36.0,30,48,good
3741,2015-03-31,41.0,32,49,good
3742,2015-04-01,40.0,31,49,good
3743,2015-04-02,42.0,25,60,good
3744,2015-04-03,52.0,43,60,bad
3745,2015-04-04,47.0,36,55,bad
3746,2015-04-05,40.0,29,53,bad
3747,2015-04-06,41.0,31,53,bad
3748,2015-04-07,41.0,37,44,bad
3749,2015-04-08,40.0,34,49,bad
3750,2015-04-09,37.0,34,41,bad
3751,2015-04-10,41.0,37,55,bad
3752,2015-04-11,54.0,40,59,bad
3753,2015-04-12,49.0,33,65,good
3754,2015-04-13,52.0,36,67,bad
3755,2015-04-14,58.0,50,67,good
3756,2015-04-15,59.0,49,70,good
3757,2015-04-16,51.0,36,58,good
3758,2015-04-17,53.0,45,64,bad
3759,2015-04-18,60.0,46,77,good
3760,2015-04-19,51.0,41,58,good
3761,2015-04-20,46.0,42,56,bad
3762,2015-04-21,59.0,49,70,bad
3763,2015-04-22,55.0,42,67,bad
3764,2015-04-23,47.0,37,50,good
3765,2015-04-24,42.0,36,51,good
3766,2015-04-25,45.0,33,60,good
3767,2015-04-26,50.0,41,58,good
3768,2015-04-27,53.0,45,61,good
3769,2015-04-28,52.0,43,66,bad
3770,2015-04-29,56.0,44,66,good
3771,2015-04-30,49.0,41,61,good
3772,2015-05-01,50.0,39,59,good
3773,2015-05-02,47.0,37,60,bad
3774,2015-05-03,51.0,42,62,good
3775,2015-05-04,58.0,46,82,bad
3776,2015-05-05,68.0,56,77,good
3777,2015-05-06,62.0,49,71,good
3778,2015-05-07,63.0,43,81,good
3779,2015-05-08,62.0,48,78,good
3780,2015-05-09,55.0,47,69,bad
3781,2015-05-10,68.0,58,86,bad
3782,2015-05-11,75.0,62,86,good
3783,2015-05-12,69.0,56,85,bad
3784,2015-05-13,64.0,50,71,good
3785,2015-05-14,59.0,45,71,good
3786,2015-05-15,59.0,48,69,good
3787,2015-05-16,60.0,53,67,bad
3788,2015-05-17,67.0,54,85,bad
3789,2015-05-18,61.0,50,72,bad
3790,2015-05-19,55.0,51,64,bad
3791,2015-05-20,61.0,49,67,good
3792,2015-05-21,56.0,45,68,good
3793,2015-05-22,61.0,50,75,good
3794,2015-05-23,56.0,46,65,good
3795,2015-05-24,63.0,49,82,good
3796,2015-05-25,66.0,52,78,good
3797,2015-05-26,71.0,61,85,good
3798,2015-05-27,70.0,62,80,good
3799,2015-05-28,70.0,64,82,bad
3800,2015-05-29,71.0,58,82,bad
3801,2015-05-30,69.0,56,85,bad
3802,2015-05-31,69.0,50,81,bad
3803,2015-06-01,51.0,48,53,bad
3804,2015-06-02,49.0,47,51,bad
3805,2015-06-03,53.0,46,64,good
3806,2015-06-04,56.0,46,68,good
3807,2015-06-05,58.0,52,70,good
3808,2015-06-06,64.0,55,74,good
3809,2015-06-07,62.0,50,71,good
3810,2015-06-08,62.0,53,75,good
3811,2015-06-09,68.0,63,75,bad
3812,2015-06-10,71.0,60,83,good
3813,2015-06-11,73.0,62,86,bad
3814,2015-06-12,76.0,67,82,bad
3815,2015-06-13,75.0,67,85,good
3816,2015-06-14,72.0,63,83,good
3817,2015-06-15,61.0,57,63,bad
3818,2015-06-16,64.0,57,76,bad
3819,2015-06-17,70.0,57,73,good
3820,2015-06-18,62.0,52,71,good
3821,2015-06-19,71.0,63,85,good
3822,2015-06-20,67.0,60,72,bad
3823,2015-06-21,70.0,65,83,bad
3824,2015-06-22,78.0,67,87,good
3825,2015-06-23,75.0,64,84,bad
3826,2015-06-24,74.0,65,83,good
3827,2015-06-25,73.0,64,83,good
3828,2015-06-26,70.0,59,77,good
3829,2015-06-27,64.0,55,71,bad
3830,2015-06-28,62.0,54,65,bad
3831,2015-06-29,63.0,54,75,good
3832,2015-06-30,71.0,60,82,good
3833,2015-07-01,72.0,65,81,bad
3834,2015-07-02,72.0,63,79,good
3835,2015-07-03,72.0,63,81,good
3836,2015-07-04,68.0,62,75,bad
3837,2015-07-05,71.0,59,84,bad
3838,2015-07-06,74.0,63,84,bad
3839,2015-07-07,73.0,66,81,bad
3840,2015-07-08,77.0,71,88,bad
3841,2015-07-09,72.0,66,78,good
3842,2015-07-10,71.0,63,83,bad
3843,2015-07-11,75.0,64,87,good
3844,2015-07-12,77.0,67,88,good
3845,2015-07-13,76.0,67,83,good
3846,2015-07-14,72.0,67,81,bad
3847,2015-07-15,76.0,67,85,bad
3848,2015-07-16,69.0,59,76,good
3849,2015-07-17,67.0,57,79,good
3850,2015-07-18,71.0,67,80,good
3851,2015-07-19,77.0,71,87,bad
3852,2015-07-20,82.0,74,93,bad
3853,2015-07-21,80.0,71,89,good
3854,2015-07-22,76.0,67,84,good
3855,2015-07-23,74.0,62,84,good
3856,2015-07-24,72.0,61,82,bad
3857,2015-07-25,68.0,60,77,good
3858,2015-07-26,71.0,66,81,bad
3859,2015-07-27,73.0,68,80,bad
3860,2015-07-28,76.0,68,89,bad
3861,2015-07-29,80.0,69,93,bad
3862,2015-07-30,80.0,73,87,bad
3863,2015-07-31,79.0,68,89,good
3864,2015-08-01,77.0,65,90,bad
3865,2015-08-02,76.0,63,88,good
3866,2015-08-03,77.0,67,90,good
3867,2015-08-04,78.0,63,87,bad
3868,2015-08-05,76.0,64,86,good
3869,2015-08-06,72.0,59,81,good
3870,2015-08-07,72.0,62,81,good
3871,2015-08-08,70.0,60,81,good
3872,2015-08-09,69.0,60,76,good
3873,2015-08-10,68.0,58,79,good
3874,2015-08-11,70.0,68,73,bad
3875,2015-08-12,75.0,67,84,good
3876,2015-08-13,74.0,63,83,good
3877,2015-08-14,73.0,61,85,good
3878,2015-08-15,76.0,66,90,bad
3879,2015-08-16,79.0,68,91,good
3880,2015-08-17,80.0,69,90,good
3881,2015-08-18,78.0,69,91,bad
3882,2015-08-19,77.0,71,84,bad
3883,2015-08-20,77.0,72,84,bad
3884,2015-08-21,77.0,73,85,bad
3885,2015-08-22,76.0,70,81,good
3886,2015-08-23,73.0,68,80,bad
3887,2015-08-24,74.0,69,82,bad
3888,2015-08-25,76.0,70,88,bad
3889,2015-08-26,76.0,67,84,bad
3890,2015-08-27,72.0,61,82,good
3891,2015-08-28,70.0,58,82,good
3892,2015-08-29,71.0,59,83,good
3893,2015-08-30,76.0,66,89,good
3894,2015-08-31,78.0,70,88,bad
3895,2015-09-01,77.0,66,85,good
3896,2015-09-02,75.0,64,89,bad
3897,2015-09-03,77.0,65,89,bad
3898,2015-09-04,74.0,60,79,bad
3899,2015-09-05,67.0,57,81,good
3900,2015-09-06,67.0,55,80,good
3901,2015-09-07,73.0,60,90,bad
3902,2015-09-08,80.0,69,97,good
3903,2015-09-09,79.0,70,90,good
3904,2015-09-10,74.0,65,76,bad
3905,2015-09-11,67.0,62,76,bad
3906,2015-09-12,67.0,58,77,bad
3907,2015-09-13,66.0,62,72,bad
3908,2015-09-14,64.0,56,71,good
3909,2015-09-15,69.0,58,84,good
3910,2015-09-16,71.0,60,82,good
3911,2015-09-17,72.0,59,87,good
3912,2015-09-18,71.0,60,82,bad
3913,2015-09-19,69.0,60,80,bad
3914,2015-09-20,72.0,58,79,good
3915,2015-09-21,62.0,53,71,good
3916,2015-09-22,63.0,56,74,good
3917,2015-09-23,63.0,52,76,good
3918,2015-09-24,65.0,52,80,good
3919,2015-09-25,62.0,52,72,good
3920,2015-09-26,59.0,47,69,good
3921,2015-09-27,56.0,42,71,good
3922,2015-09-28,63.0,51,78,bad
3923,2015-09-29,69.0,60,81,bad
3924,2015-09-30,72.0,60,77,bad
3925,2015-10-01,58.0,52,60,good
3926,2015-10-02,51.0,49,52,bad
3927,2015-10-03,51.0,50,54,bad
3928,2015-10-04,54.0,48,62,good
3929,2015-10-05,54.0,48,62,good
3930,2015-10-06,56.0,43,70,good
3931,2015-10-07,58.0,46,72,good
3932,2015-10-08,60.0,52,69,good
3933,2015-10-09,61.0,51,71,bad
3934,2015-10-10,57.0,45,63,good
3935,2015-10-11,54.0,43,68,good
3936,2015-10-12,58.0,44,73,bad
3937,2015-10-13,61.0,53,73,bad
3938,2015-10-14,62.0,50,70,good
3939,2015-10-15,53.0,42,62,good
3940,2015-10-16,54.0,44,63,bad
3941,2015-10-17,48.0,40,55,good
3942,2015-10-18,40.0,32,47,good
3943,2015-10-19,38.0,30,49,good
3944,2015-10-20,54.0,48,70,good
3945,2015-10-21,61.0,56,71,bad
3946,2015-10-22,62.0,51,74,bad
3947,2015-10-23,54.0,38,60,good
3948,2015-10-24,44.0,37,50,good
3949,2015-10-25,54.0,47,64,bad
3950,2015-10-26,50.0,36,57,good
3951,2015-10-27,44.0,33,57,good
3952,2015-10-28,47.0,38,66,bad
3953,2015-10-29,67.0,56,75,bad
3954,2015-10-30,55.0,41,61,good
3955,2015-10-31,44.0,32,54,good
3956,2015-11-01,53.0,47,62,good
3957,2015-11-02,54.0,44,63,bad
3958,2015-11-03,54.0,39,73,good
3959,2015-11-04,56.0,45,65,bad
3960,2015-11-05,57.0,48,70,bad
3961,2015-11-06,65.0,62,72,bad
3962,2015-11-07,60.0,50,64,bad
3963,2015-11-08,51.0,38,57,good
3964,2015-11-09,46.0,36,60,good
3965,2015-11-10,47.0,41,57,bad
3966,2015-11-11,50.0,47,52,bad
3967,2015-11-12,49.0,47,59,bad
3968,2015-11-13,55.0,45,61,good
3969,2015-11-14,45.0,33,48,good
3970,2015-11-15,43.0,36,56,good
3971,2015-11-16,53.0,37,63,good
3972,2015-11-17,42.0,30,49,good
3973,2015-11-18,37.0,27,49,bad
3974,2015-11-19,50.0,44,58,bad
3975,2015-11-20,58.0,44,61,bad
3976,2015-11-21,45.0,36,52,good
3977,2015-11-22,42.0,35,48,bad
3978,2015-11-23,40.0,26,44,good
3979,2015-11-24,33.0,24,44,good
3980,2015-11-25,35.0,24,49,bad
3981,2015-11-26,44.0,33,57,bad
3982,2015-11-27,50.0,38,65,bad
3983,2015-11-28,53.0,43,56,bad
3984,2015-11-29,42.0,33,48,good
3985,2015-11-30,35.0,29,41,good
3986,2015-12-01,37.0,28,46,bad
3987,2015-12-02,44.0,41,59,bad
3988,2015-12-03,51.0,40,59,good
3989,2015-12-04,43.0,30,50,good
3990,2015-12-05,42.0,32,54,good
3991,2015-12-06,41.0,28,58,bad
3992,2015-12-07,42.0,31,55,bad
3993,2015-12-08,43.0,36,45,good
3994,2015-12-09,40.0,34,48,good
3995,2015-12-10,51.0,41,63,bad
3996,2015-12-11,49.0,41,61,bad
3997,2015-12-12,52.0,42,63,bad
3998,2015-12-13,52.0,47,57,good
3999,2015-12-14,49.0,47,61,bad
4000,2015-12-15,60.0,47,64,bad
4001,2015-12-16,45.0,40,48,good
4002,2015-12-17,45.0,40,54,bad
4003,2015-12-18,50.0,38,53,bad
4004,2015-12-19,37.0,32,41,good
4005,2015-12-20,35.0,28,43,good
4006,2015-12-21,41.0,28,55,good
4007,2015-12-22,55.0,51,60,bad
4008,2015-12-23,53.0,44,58,bad
4009,2015-12-24,61.0,51,69,bad
4010,2015-12-25,57.0,50,64,bad
4011,2015-12-26,52.0,45,58,good
4012,2015-12-27,51.0,44,61,bad
4013,2015-12-28,40.0,30,44,good
4014,2015-12-29,33.0,28,40,bad
4015,2015-12-30,30.0,27,35,bad
4016,2015-12-31,39.0,35,50,bad
